id,title
931295,ILT20: Abu Dhabi Knight Riders vs MI Emirates (Game 1)
577287,Bundesliga - Top Goalscorer 
643474,NBA Best Record
643980,NBA Assists Per Game Leader
906600,Gensyn FDV above ___ one day after launch?
692252,China GDP growth in Q4 2025?
902693,XRP price on December 16?
679500,2026 Gyeonggi Province Gubernatorial Election Winner
915769,SpaceX IPO closing market cap above ___ ?
629136,Süper Lig Winner
701710,What price will Dogecoin hit before 2027?
914762,XRP price on December 18?
566549,Bundesliga Winner 
935703,Pistons vs. Celtics
939163,"Next Gen ATP Finals, Group B: Alexander Blockx vs Justin Engel"
940564,Rockets vs. Nuggets
939167,"Next Gen ATP Finals, Group A: Learner Tien vs Rafael Jodar"
614707,Oscars 2026: Best Director Nominations 
907053,Solana price on December 17?
904651,Maine Governor Democratic Primary Winner
572637,Fantasy Football: Top TE 
898427,F1 Drivers' Champion
564218,NBA Western Conference Champion 
603152,Late Show hosts cancelled by December 31?
643841,NBA Points Per Game Leader
579398,Serie A - Top Goalscorer 
900387,Tottenham Hotspur FC vs. Liverpool FC - More Markets
568657,The Masters - Winner 
907748,Dolphins vs. Steelers
914513,#2 Free App in the US Apple App Store on December 19?
898429,F1 Drivers' Champion
839420,FIFA World Cup Group D Winner
824881,What will FedEx say during their next earnings call?
558944,2026 FIFA World Cup Winner 
572551,Fantasy Football: Top RB 
904697,Maine Governor Republican Primary Winner
678939,2026 Seoul Mayoral Election Winner
896141,Critics Choice Awards: Best Director Winner
644038,NBA Three Pointers Made Per Game Leader
687278,Chungcheongnam Province Governor Election Winner
582164,La Liga - Top 4 Finish 
937254,Dota 2: PARIVISION vs Nigma Galaxy (BO3)
645831,NHL Vezina Trophy Winner
568680,The Masters - Winner 
821037,Steam Awards: Best Soundtrack
701708,What price will Dogecoin hit before 2027?
702384,What will Meta (META) hit in December 2025?
614866,Oscars 2026: Best Documentary Feature Nominations 
820893,Steam Awards: Best Game on Steam Deck
801910,Rhode Island Republican Senate Primary Winner
564166,NBA MVP 
643990,NBA Assists Per Game Leader
937261,Dota 2: Heroic vs 1win (BO3)
937253,Dota 2: PARIVISION vs Nigma Galaxy (BO3)
564165,NBA MVP 
789541,KY-04 Republican Primary Winner
666711,U.S. nuclear test by...?
663395,ACC Men's College Basketball 2025-2026 Regular Season Champion
676908,Richest person on March 31?
740921,Will Netflix (NFLX) close above ___ end of December?
568654,The Masters - Winner 
824261,New Mexico Governor Republican Primary Winner
900432,Newcastle United FC vs. Chelsea FC - More Markets
937248,Dota 2:  Pipsqueak+4 vs Amaru Gaming (BO3)
906629,What will be the top US Netflix show this week?
561239,Presidential Election Winner 2028
920096,ILT20: Abu Dhabi Knight Riders vs Gulf Giants (Game 1)
663470,Big East Men's College Basketball 2025-2026 Regular Season Champion
920101,ILT20: Abu Dhabi Knight Riders vs Gulf Giants (Game 1) - Most Sixes
695681,Who will qualify for the second round of the Portugal Presidential Election?
914291,#1 Free App in the US Apple App Store on December 19?
907788,Michigan Governor Republican Primary Winner
613811,Oscars 2026: Best Picture Nominations 
566141,UEFA Champions League Winner 
628945,California Governor Election Winner
902605,Ethereum above ___ on December 16?
644112,NBA Blocks Per Game Leader
643830,NBA Points Per Game Leader
668338,Guinea-Bissau Presidential Election
931296,ILT20: Abu Dhabi Knight Riders vs MI Emirates (Game 1) - Toss Match Double
740884,Will NVIDIA (NVDA) close above ___ end of December?
582250,Fantasy Football: Top D/ST
643566,NBA Defensive Player of the Year Winner
701355,What will Trump say in December?
914600,Next Michigan Football head coach?
582266,Fantasy Football: Top D/ST
898423,F1 Drivers' Champion
572820,English Premier League – Last Place 
701927,What price will Uniswap hit before 2027?
643550,NBA Defensive Player of the Year Winner
902621,Bitcoin price on December 16?
666217,What price will Bitcoin hit in 2025?
691621,How high will Polymarket's mindshare go?
568647,The Masters - Winner 
907790,Michigan Governor Republican Primary Winner
900368,Leeds United FC vs. Crystal Palace FC - More Markets
595361,IPOs in 2025?
741021,Will Opendoor (OPEN) close above ___ end of December?
637897,How low will 10-year Treasury yield get in 2025?
630925,South Carolina Senate Election Winner
896185,XRP price on December 15?
679159,2026 Busan Mayoral Election Winner
576824,Ligue 1 - Which Clubs Get Relegated?
643691,NBA Most Improved Player Winner
897287,Critics Choice Awards: Best Production Design Winner
578420,Ligue 1 - Top Goalscorer 
643493,NBA Best Record
909460,Turnout in 2025 Honduran General Election (Smaller Brackets)
577241,La Liga - Top Goalscorer 
928476,Newcastle United Jets FC vs. Sydney FC - More Markets
572732,English Premier League – 2nd Place 
920066,Big Bash League: Brisbane Heat vs Perth Scorchers (Game 1) - Most Sixes
701008,PDC World Darts Championship Winner
842034,Eurovision Winner 2026
900384,Tottenham Hotspur FC vs. Liverpool FC - More Markets
914659,#1 Paid App in the US Apple App Store on December 19?
825864,Colorado Governor Republican Primary Winner
643570,NBA Defensive Player of the Year Winner
638289,Argentina Official USD Exchange Rate on December 31?
800464,What price will Ethereum hit in December?
898424,F1 Drivers' Champion
906001,Sheffield Wednesday FC vs. Derby County FC - More Markets
701888,What price will Aster hit before 2027?
902688,XRP above ___ on December 16?
690214,What will Fed Rate hit before 2027?
577277,Bundesliga - Top Goalscorer 
637896,How low will 10-year Treasury yield get in 2025?
893794,Cádiz CF vs. CD Castellón
811291,Turnout in 2026 Costa Rica Presidential Election First Round
635014,Alaska Governor Election Winner  
800646,What price will XRP hit in December?
578172,Where will Zelenskyy and Putin meet next?
829343,Manchester United FC vs. AFC Bournemouth - More Markets
679157,2026 Busan Mayoral Election Winner
814091,Where will Giannis be traded?
645449,NHL Calder Memorial Trophy Winner
922414,Will Microsoft (MSFT) finish week of December 15 above___?
687557,Which CEOs will be out before 2027?
937614,Rockets vs. Nuggets
920453,Ethereum above ___ on December 19?
799385,Central African Republic Presidential Election
928859,Preston North End FC vs. Wigan Athletic FC
634891,Nebraska Senate Election Winner  
564415,Who will be the first to leave the Trump Cabinet in 2025?
644416,NBA Win Totals: Over or Under?
540258,AFC Champion
706055,GA-14 special election winner?
876932,Levante UD vs. Real Sociedad de Fútbol
905246,Chiefs vs. Titans
734802,Which states will Donald Trump visit in 2026?
868684,Sport Lisboa e Benfica vs. Estoril Praia
635524,Which coalition will form the next Dutch government?
644940,NHL Presidents' Trophy Winner
586580,Which Parties will be part of next Government of the Netherlands?
578535,UEFA Europa League Winner 
928089,Bitcoin above ___ on December 20?
679652,Georgia Republican Senate Primary Winner
939564,Rockets vs. Nuggets
645432,NHL Calder Memorial Trophy Winner
562832,Balance of Power: 2026 Midterms
546094,Who will Pope Leo XIV meet with in 2025?
823485,Crystal Palace FC vs. Kuopion PS
922641,Will Palantir (PLTR) finish week of December 15 above___?
645415,NHL Calder Memorial Trophy Winner
702352,What will Microsoft (MSFT) hit in December 2025?
920652,International T20 Series: India vs South Africa (Game 3) - Team Top Batter
703735,Who will win the 2026 Democratic D.C. Mayoral Primary?
695676,Who will qualify for the second round of the Portugal Presidential Election?
572851,EPL – Which Clubs Get Relegated?
542902,NFL Sacks Leader 
645103,NHL Art Ross Trophy Winner
645808,NHL Vezina Trophy Winner
814094,Where will Giannis be traded?
614714,Oscars 2026: Best Director Nominations 
904281,Illinois Governor Republican Primary Winner
907609,Wyoming Governor Republican Primary Winner
663377,Big 12 Men's College Basketball 2025-2026 Regular Season Champion
643479,NBA Best Record
690209,What will Fed Rate hit before 2027?
701570,What price will Solana hit before 2027?
909467,SpaceX IPO closing market cap above ___ ?
898664,F1 Constructors' Champion
933701,Wellington Phoenix FC vs. Central Coast Mariners FC - More Markets
800468,What price will Ethereum hit in December?
517311,How many people will Trump deport in 2025?
682712,Who will be the next Prime Minister of Israel after the next election?
644164,NBA Steals Per Game Leader
700927,PDC World Darts Championship Winner
896135,Bitcoin price on December 15?
566188,English Premier League Winner 
558881,College Football Champion 2026
572122,Next James Bond actor?
576804,Bundesliga - Which Clubs Get Relegated?
678936,2026 Seoul Mayoral Election Winner
686167,Infinex FDV above ___ one day after launch?
704366,AZ-05 Republican Primary Winner
572963,NFL Win Totals: Over or Under? 
690662,Will Infrared launch a token by ___ ?
638527,How many Tesla deliveries in Q4 2025?
908036,Who will advance from the Alaska Governor primary?
645360,NHL Hart Memorial Trophy Winner
561255,Presidential Election Winner 2028
898418,F1 Drivers' Champion
568645,The Masters - Winner 
940891,Solana price on December 21?
838551,Who will be the first to leave the Trump Cabinet?
680949,How high will inflation get in 2026?
690176,Aztec FDV above ___ one day after launch?
939566,Rockets vs. Nuggets
645702,NHL Maurice 'Rocket' Richard Trophy Winner
875499,Manchester City FC vs. West Ham United FC
666611,Who will Trump meet with in 2026?
800789,What price will Bitcoin hit in 2025?
646262,Which teams will make the NHL Playoffs?
875488,Juventus FC vs. AS Roma
683282,Uganda Presidential Election
517316,How many people will Trump deport in 2025?
566144,UEFA Champions League Winner 
699225,Al Najmah Saudi Club vs. Al Nassr Saudi Club
645285,NHL Hart Memorial Trophy Winner
556120,Who will perform at Super Bowl halftime show?
582260,Fantasy Football: Top D/ST
740977,Will Palantir (PLTR) close above ___ end of December?
701717,What price will Dogecoin hit before 2027?
907092,XRP above ___ on December 17?
694610,What will Amazon (AMZN) close at in 2025?
907062,Solana above ___ on December 17?
690699,Sentient FDV above ___ one day after launch?
566159,UEFA Champions League Winner 
825856,Colorado Governor Republican Primary Winner
634878,Louisiana Senate Election Winner
663327,Big 10 Men's College Basketball 2025-2026 Regular Season Champion
643635,NBA Sixth Man of the Year Winner
645270,NHL Hart Memorial Trophy Winner
549868,Next Prime Minister of the Netherlands
679264,Illinois Democratic Senate Primary Winner
914754,Solana above ___ on December 18?
701544,What price will Ethereum hit before 2027?
601990,Champions League: Which teams advance to round of 16?
839547,Who makes TIME’s 2025 Person of the Year Shortlist?
629114,NHL: Western Conference Champion
740813,Will Tesla (TSLA) close above ___ end of December?
900370,Juventus FC vs. AS Roma - More Markets
645323,NHL Hart Memorial Trophy Winner
850330,SD Eibar vs. Real Valladolid CF
572545,Fantasy Football: Top RB 
811838,First song at Super Bowl LX Halftime Show?
541519,NFL Comeback Player of the Year 
928844,West Ham United FC vs. Queens Park Rangers FC
645359,NHL Hart Memorial Trophy Winner
598930,Will Base launch a token by ___ ?
896109,Solana above ___ on December 15?
939941,Russia strike on Kyiv municipality by...?
900393,Wolverhampton Wanderers FC vs. Brentford FC - More Markets
599382,Eurovision 2026 Participants
925186,NAC Breda vs. Telstar 1963 - More Markets
810787,How many Tornadoes in the US in December?
931250,Brentford FC vs. AFC Bournemouth
801050,Which company has the #2 AI model end of January? (Style Control On)
541592,NFL Offensive Rookie of the Year 
517016,Highest grossing movie in 2025?
801056,Which company has the #2 AI model end of January? (Style Control On)
633364,Golden Globes: Best Actress – Television Drama Winner
679039,Next French Presidential Election
914750,Solana above ___ on December 18?
801286,Which company has the best AI model end of January?
646002,Paris Mayoral Election
939440,Grizzlies vs. Clippers
559686,Democratic Presidential Nominee 2028
666603,Who will Trump meet with in 2026?
655423,Which soccer players will sign with new clubs in winter window?
900150,Leicester City FC vs. West Bromwich Albion FC
643792,NBA Coach of the Year Winner
690591,Hyperbeat FDV above ___ one day after launch?
701742,What price will Hyperliquid hit before 2027?
614806,Oscars 2026: Best Cinematography Winner
670028,Will Russia capture all of Myrnohrad by…?
703475,How many straight weeks will Stranger Things: Season 5 be top show on Netflix?
847528,"Elon Musk # tweets December 9 - December 16, 2025?"
601989,Champions League: Which teams advance to round of 16?
693542,What will Brian Armstrong say during Coinbase's product showcase?
562831,Balance of Power: 2026 Midterms
678691,Where will 2026 rank among the hottest years on record?
896385,Critics Choice Awards: Best Casting and Ensemble Winner
921249,What will Tucker Carlson say at AmericaFest on December 18?
680565,November Inflation - Monthly
716653,Pacifica FDV above ___ one day after launch?
613820,Oscars 2026: Best Picture Nominations 
614772,Oscars 2026: Best Film Editing Winner
929678,Next US strike on Syria on...?
909451,Honduras Presidential Election Margin of Victory (Micro Strikes)
916392,Next CEO of Lululemon?
793611,Leicester City FC vs. Derby County FC
645410,NHL Calder Memorial Trophy Winner
875524,Leeds United FC vs. Crystal Palace FC
642783,Which guests will appear on the UpOnly podcast by December 31?
933010,Spurs vs. Knicks
572748,English Premier League – 2nd Place 
631374,Golden Globes: Best Director Winner
599380,Eurovision 2026 Participants
809910,Portugal Presidential Election: 1st Round 2nd Place
800484,Which company has the top AI model end of March? (Style Control On)
608381,Freddie Mac IPO Closing Market Cap
919893,Chargers vs. Cowboys
822804,Bayeux FC vs. Blois Football 41
645151,NHL Art Ross Trophy Winner
734885,Which states will Donald Trump visit in 2026?
664914,Fed decisions (Dec-Mar)
583630,Portugal Presidential Election
746236,Stoke City FC vs. Preston North End FC
920290,Which company will have the best AI model for coding on March 31?
701797,What price will Ethena hit before 2027?
645331,NHL Hart Memorial Trophy Winner
645425,NHL Calder Memorial Trophy Winner
922524,Tesla (TSLA) closes week of Dec 15 at ___?
631167,Which company has second best AI model end of June?
688470,Chile Presidential Election Margin of Victory: Second Round
655649,ECB Interest Rates: December 2025
939559,Rockets vs. Nuggets
692292,Who will announce Presidential run before 2027?
939550,Mavericks vs. Jazz
822859,Gemini 3.0 Flash released by...?
616902,How many Fed rate cuts in 2026?
763332,Al Ittihad Saudi Club vs. Al Shabab Saudi Club
694445,What will Netflix (NFLX) hit before 2026?
905244,Falcons vs. Cardinals
566521,Serie A League Winner 
663376,Big 12 Men's College Basketball 2025-2026 Regular Season Champion
569429,Portugal Presidential Election
740915,Will Netflix (NFLX) close above ___ end of December?
868683,Sport Lisboa e Benfica vs. Estoril Praia
629112,NHL: Western Conference Champion
704135,Will Tempo launch a token by ___ ?
922497,Meta (META) closes week of Dec 15 at ___?
703740,Who will win the 2026 Democratic D.C. Mayoral Primary?
922608,Palantir (PLTR) closes week of Dec 15 at ___?
576410,What price will Ethereum hit in 2025?
920094,ILT20: Abu Dhabi Knight Riders vs Gulf Giants (Game 1)
897336,Critics Choice Awards: Best Editing Winner
644163,NBA Steals Per Game Leader
572833,English Premier League – Last Place 
704027,CO-08 Democratic Primary Winner
580094,NFL Draft 2026: First Overall Pick 
705984,CA-22 Primary Winners
643404,Which teams will make the NBA Playoffs?
896117,Solana above ___ on December 15?
907031,Ethereum price on December 17?
814088,Where will Giannis be traded?
645516,NHL Frank J. Selke Trophy Winner
801025,Which company has the #2 AI model end of December? (Style Control On)
583436,NFL Defensive Player of the Year 
614020,Oscars 2026: Best Actor Winner
540232,Super Bowl Champion 2026
690178,Aztec FDV above ___ one day after launch?
645670,NHL James Norris Memorial Trophy Winner
644380,NBA Western Conference #1 Seed
841948,2025 FIDE World Rapid Championship Winner
655408,Which soccer players will sign with new clubs in winter window?
799388,Central African Republic Presidential Election
746248,Middlesbrough FC vs. Blackburn Rovers FC
938447,Jets vs. Saints
608371,Fannie Mae IPO Closing Market Cap
931891,UC Sampdoria vs. AC Reggiana 1919
836099,Stade Rennais FC 1901 vs. Les Sables FCOC Vendée
896623,Adelaide United FC vs. Central Coast Mariners FC
674737,Who will win the Defi App trading competition?
916100,"""Marty Supreme"" Rotten Tomatoes score?"
664736,Will MrBeast hit ___ Million subscribers by December 31?
628952,California Governor Election Winner
905999,Sheffield Wednesday FC vs. Derby County FC - More Markets
920386,Who will Trump talk to in January?
900821,Valencia CF vs. RCD Mallorca - More Markets
914726,Bitcoin above ___ on December 18?
938449,Chargers vs. Cowboys
896616,Melbourne Victory FC vs. Perth Glory FC
645817,NHL Vezina Trophy Winner
572774,English Premier League – 3rd Place 
824891,What will Nike say during their next earnings call?
644026,NBA Three Pointers Made Per Game Leader
645653,NHL James Norris Memorial Trophy Winner
925181,FC Utrecht vs. PSV - More Markets
801086,Which company has the #2 AI model end of March? (Style Control On)
687663,Next leader out of power before 2027?
915405,Dolphins vs. Steelers
925196,SBV Excelsior vs. PEC Zwolle - More Markets
569262,Colombia Senate Election Winner
667129,First out of Trump Cabinet by end of 2026? (Duplicate)
700995,PDC World Darts Championship Winner
645856,NHL Vezina Trophy Winner
868669,Montreuil FC vs. US Chauvigny
645320,NHL Hart Memorial Trophy Winner
706053,GA-14 special election winner?
822281,What will Trump say during Kennedy Center Honors?
645851,NHL Vezina Trophy Winner
651488,Most popular boy name 2025
701862,What price will Pump.fun hit before 2027?
924494,"Elon Musk # tweets December 16 - December 23, 2025?"
629234,Golden Globes: Best Actor – Drama Winner
702424,What will NVIDIA (NVDA) hit in December 2025?
914657,#1 Paid App in the US Apple App Store on December 19?
643631,NBA Sixth Man of the Year Winner
842126,2025 FIDE World Blitz Championship Winner
938464,Rams vs. Seahawks
898430,F1 Drivers' Champion
900356,Cagliari Calcio vs. Pisa SC - More Markets
897193,Who will Merab Dvalishivili fight next?
788919,Casa Pia AC vs. Vitória SC
564414,Who will be the first to leave the Trump Cabinet in 2025?
836117,CD Santa Clara vs. FC Porto
718622,NEOM SC vs. Al Najmah Saudi Club
541535,NFL Comeback Player of the Year 
614763,Oscars 2026: Best Film Editing Winner
613838,Oscars 2026: Best Picture Winner
645357,NHL Hart Memorial Trophy Winner
784360,South Carolina State Bulldogs vs. Chicago State Cougars
841908,2025 FIDE World Rapid Championship Winner
801048,Which company has the #2 AI model end of January? (Style Control On)
692464,HLTV Awards: Team of the Year
645141,NHL Art Ross Trophy Winner
542865,NFL Sacks Leader 
614320,Oscars 2026: Best Actress Winner
921693,How many Republican Senators not running in 2026?
903266,2026 Winter Olympics: 2nd Most Medals
932063,St Mirren FC vs. Kilmarnock FC
561604,Next CEO of X?
697966,Ipswich Town FC vs. Sheffield Wednesday FC
918309,Kansas Democratic Senate Primary Winner
694374,What will Microsoft (MSFT) hit before 2026?
541553,NFL Defensive Rookie of the Year 
614919,Oscars 2026: Best Costume Design Winner
801836,Which company has the third best AI model end of March?
939997,Blackburn Rovers FC vs. Millwall FC - More Markets
644196,NBA Steals Per Game Leader
541576,NFL Offensive Rookie of the Year 
691965,"Crypto Twitter mindshare ATH by March 31, 2026?"
615021,Oscars 2026: Achievement in Casting Nominations 
693836,Max Arctic sea ice extent this winter?
608390,Databricks IPO Closing Market Cap
701331,Next US x Venezuela military engagement on...?
801028,Which company has the #2 AI model end of December? (Style Control On)
838547,Who will be the first to leave the Trump Cabinet?
914653,#1 Paid App in the US Apple App Store on December 19?
907663,CF Talavera vs. Real Madrid CF
822801,FC Freyming vs. US Chantilly
922530,Tesla (TSLA) closes week of Dec 15 at ___?
593988,Who will Trump endorse?
682714,Who will be the next Prime Minister of Israel after the next election?
628809,Which artists will release a new song before 2026?
643840,NBA Points Per Game Leader
645835,NHL Vezina Trophy Winner
583488,NFL Offensive Player of the Year 
564408,Who will be the first to leave the Trump Cabinet in 2025?
542893,NFL Sacks Leader 
676999,Which artists will release a new song in 2026?
564413,Who will be the first to leave the Trump Cabinet in 2025?
634314,Golden Globes: Best Motion Picture – Animated Winner
679042,Next French Presidential Election
666608,Who will Trump meet with in 2026?
813511,Costa Rica Legislative Assembly Election 2nd Place
690682,Ranger FDV above ___ one day after launch?
907746,Dolphins vs. Steelers
645847,NHL Vezina Trophy Winner
894175,Virtus Entella vs. FC Südtirol
608383,Freddie Mac IPO Closing Market Cap
679048,Next French Presidential Election
903269,2026 Winter Olympics: 2nd Most Medals
542352,NFL Coach of the Year
905252,Chargers vs. Cowboys
708764,Virginia Republican Senate Primary Winner
694385,What will Microsoft (MSFT) hit before 2026?
800441,Which company has the top AI model end of January? (Style Control On)
922350,Wales Parliamentary Election Winner
794966,Levante UD vs. Villarreal CF - More Markets
701423,3rd Largest company end of 2025?
938864,Raptors vs. Heat
907068,Solana above ___ on December 17?
900373,Juventus FC vs. AS Roma - More Markets
925178,FC Utrecht vs. PSV - More Markets
566200,English Premier League Winner 
645273,NHL Hart Memorial Trophy Winner
896600,Melbourne City FC vs. Perth Glory FC
693291,Who will win the most seats in the 2026 Baden-Württemberg parliamentary elections?
614441,Oscars 2026: Best Original Screenplay Winner 
573826,GPT-6 released by…?
631169,Which company has second best AI model end of June?
801791,Which company has the third best AI model end of December?
566658,NFL MVP
645845,NHL Vezina Trophy Winner
903576,Han Duck-soo Prison Time?
647691,Elon Musk musk # tweets in December 2025?
679658,Georgia Republican Senate Primary Winner
694623,What will Netflix (NFLX) close at in 2025?
896086,Bitcoin above ___ on December 15?
665531,Metamask FDV above ___ one day after launch?
593972,Who will Bernie endorse?
820358,Steam Awards: VR Game of the Year
898200,2026 Winter Olympics: Ice Hockey Bronze Medal Winner
643853,NBA Points Per Game Leader
920365,#1 song on Spotify this week? (December 18)
602003,Champions League: Which teams advance to round of 16?
601872,Champions League Top Scorer
648721,Stablecoins depeg by December 31?
644373,NBA Western Conference #1 Seed
576879,GDP growth in 2025
645149,NHL Art Ross Trophy Winner
690675,Will Arc launch a token by ___ ?
820983,Steam Awards: Most Innovative Gameplay
842036,Eurovision Winner 2026
614710,Oscars 2026: Best Director Nominations 
800790,What price will Bitcoin hit in 2025?
663402,ACC Men's College Basketball 2025-2026 Regular Season Champion
826830,Chris Paul Next Team?
915356,What will Powell say during January Press Conference?
578567,UEFA Europa League Winner 
914580,What will Based prediction market revenue hit before 2027?
922642,Will Palantir (PLTR) finish week of December 15 above___?
896153,Ethereum price on December 15?
920073,ILT20: Dubai Capitals vs MI Emirates (Game 1) - Toss Match Double
582205,Fantasy Football: Top Kicker 
800461,What price will Ethereum hit in December?
643872,NBA Points Per Game Leader
909083,How many Republican Senators not running in 2026?
561598,Next CEO of X?
608367,OpenAI IPO Closing Market Cap
823411,How many 7.0 or above earthquakes by June 30?
582196,Fantasy Football: Top Kicker 
569439,Portugal Presidential Election
538293,Who will Trump announce as next Fed Chair in 2025?
643380,Which teams will make the NBA Playoffs?
895751,Critics Choice Awards: Best Actress Winner
695671,Who will qualify for the second round of the Portugal Presidential Election?
566541,Bundesliga Winner 
702348,What will Microsoft (MSFT) hit in December 2025?
938858,Raptors vs. Heat
538339,What price will gold close at in 2025? ($3200-4000)
914607,Next Michigan Football head coach?
614014,Oscars 2026: Best Actor Winner
701619,What will Google (GOOGL) close at in 2025?
931260,Liverpool FC vs. Wolverhampton Wanderers FC
876938,CA Osasuna vs. Deportivo Alavés
582176,Bundesliga - Top 4 Finish 
566677,NFL MVP
555801,Who will perform at Super Bowl halftime show?
692277,Who will announce Presidential run before 2027?
630924,South Carolina Senate Election Winner
693941,Which companies announce bankruptcy before 2027?
920431,What will Trump say this week (December 15 - 21)?
908037,Who will advance from the Alaska Governor primary?
898420,F1 Drivers' Champion
561993,Republican Presidential Nominee 2028
613991,Oscars 2026: Best Actor Nominations 
645705,NHL Maurice 'Rocket' Richard Trophy Winner
633832,Golden Globes: Best Actor – Television Musical or Comedy Winner
902258,How high will 10-year Treasury yield go by March 31?
531355,Who will leave Trump Administration in 2025?
914690,Ethereum above ___ on December 18?
900119,"Elon Musk # tweets December 12 - December 19, 2025?"
562829,Balance of Power: 2026 Midterms
929677,Next US strike on Syria on...?
906930,How many jobs added in November?
645765,NHL Maurice 'Rocket' Richard Trophy Winner
800487,Which company has the top AI model end of March? (Style Control On)
701299,"Which DCMs self-certify sports event contracts by March 31, 2026?"
900365,Leeds United FC vs. Crystal Palace FC - More Markets
680562,November Inflation - Monthly
690691,Will Pacifica launch a token by ___ ?
579377,Serie A - Top Goalscorer 
914725,Bitcoin above ___ on December 18?
572772,English Premier League – 3rd Place 
826834,Chris Paul Next Team?
692273,Who will announce Presidential run before 2027?
839538,Who makes TIME’s 2025 Person of the Year Shortlist?
676942,"Richest person on December 31, 2026?"
577164,English Premier League - Top Goalscorer 
662917,SEC Men's College Basketball 2025-2026 Regular Season Champion
839358,FIFA World Cup Group A Winner
679296,Illinois Republican Senate Primary Winner
788920,FC Arouca vs. Gil Vicente FC
633647,Golden Globes: Best Supporting Actor – Television Winner
838568,Who will be the first to leave the Trump Cabinet?
842152,2025 FIDE World Blitz Championship Winner
920389,Who will Trump talk to in January?
922526,Tesla (TSLA) closes week of Dec 15 at ___?
898375,2026 Winter Olympics: Most Medal Points
700934,PDC World Darts Championship Winner
702462,What will Opendoor (OPEN) hit in December 2025?
564183,NBA MVP 
558965,2026 FIFA World Cup Winner 
907476,Vermont Governor Democratic Primary Winner
676459,Costa Rica Presidential Election
613819,Oscars 2026: Best Picture Nominations 
822850,How many 7.0 or above earthquakes by June 30?
922383,Apple (AAPL) closes week of Dec 15 at ___?
691635,Who will Trump pardon before 2027?
824905,What will Nike say during their next earnings call?
678449,Which movie has biggest opening weekend in 2026?
907086,XRP above ___ on December 17?
841916,2025 FIDE World Rapid Championship Winner
701626,What will Google (GOOGL) close at in 2025?
900138,"Elon Musk # tweets December 12 - December 19, 2025?"
939989,Preston North End FC vs. Norwich City FC - More Markets
665273,Which countries will Donald Trump visit in 2026?
692177,UK GDP growth in Q4 2025?
914721,Bitcoin above ___ on December 18?
743438,Will fomo.family launch a token by ___ ?
676829,GPT-6 released by…?
841929,2025 FIDE World Rapid Championship Winner
929152,What day will the Lighter airdrop be?
542314,Which NFL teams will make the playoffs?
572832,English Premier League – Last Place 
740690,Will Amazon (AMZN) close above ___ end of December?
577171,English Premier League - Top Goalscorer 
645126,NHL Art Ross Trophy Winner
645287,NHL Hart Memorial Trophy Winner
791264,What price will Ethena hit in December?
900430,Newcastle United FC vs. Chelsea FC - More Markets
680564,November Inflation - Monthly
928851,Salford City FC vs. Swindon Town FC
645840,NHL Vezina Trophy Winner
692160,November Inflation U.K. - Annual
788892,CF Estrela da Amadora vs. Moreirense FC
555800,Who will perform at Super Bowl halftime show?
701006,PDC World Darts Championship Winner
704365,AZ-05 Republican Primary Winner
822841,RC Strasbourg Alsace vs. USL Dunkerque
645848,NHL Vezina Trophy Winner
900428,Newcastle United FC vs. Chelsea FC - More Markets
697455,Al Shabab Saudi Club vs. Al Riyadh Saudi Club
541522,NFL Comeback Player of the Year 
932058,Livingston FC vs. Celtic FC
897549,Critics Choice Awards: Best Stunt Design Winner
645404,NHL Calder Memorial Trophy Winner
614857,Oscars 2026: Best Documentary Feature Nominations 
914658,#1 Paid App in the US Apple App Store on December 19?
799982,Central African Republic National Assembly Election Winner
540266,AFC Champion
676422,Next NFL Head Coach Fired?
924489,"Elon Musk # tweets December 16 - December 23, 2025?"
645825,NHL Vezina Trophy Winner
938518,Senators vs. Jets
612372,Which countries will recognize Palestine in 2025?
679367,Iowa Democratic Senate Primary Winner
922637,Will Palantir (PLTR) finish week of December 15 above___?
922596,Will Netflix (NFLX) finish week of December 15 above___?
914675,Measles cases in U.S. before 2026?
614571,Oscars 2026: Best Adapted Screenplay Winner 
571179,2025 National Heads-Up Poker Championship Winner
900316,Genoa CFC vs. Atalanta BC - More Markets
938232,Raiders vs. Texans
896068,Critics Choice Awards: Best Young Actor / Actress Winner
893348,Bristol City FC vs. Preston North End FC
645556,NHL Jack Adams Award Winner
701491,What price will Bitcoin hit before 2027?
740971,Will Palantir (PLTR) close above ___ end of December?
569316,Colombia Chamber of Representatives Election Winner
897552,Critics Choice Awards: Best Stunt Design Winner
628114,Grammys: Song of the Year Winner
676787,IPOs before 2027?
643971,NBA Assists Per Game Leader
678773,How many different countries will the US strike in 2026?
693534,Ukraine strike in Russia on...?
670205,Costa Rica Legislative Assembly Election Winner
938860,Raptors vs. Heat
932054,Hibernian FC vs. Heart of Midlothian FC
922467,Google (GOOGL) closes week of Dec 15 at ___?
787509,Honduras Presidential Election Margin of Victory (New Strikes)
644120,NBA Blocks Per Game Leader
842130,2025 FIDE World Blitz Championship Winner
645170,NHL Art Ross Trophy Winner
675595,Which cities will Waymo launch in by June 30?
914728,Bitcoin above ___ on December 18?
679046,Next French Presidential Election
553879,2026 NBA Champion
928832,Stoke City FC vs. Coventry City FC
922502,Meta (META) closes week of Dec 15 at ___?
542334,NFL Coach of the Year
629085,NHL: Atlantic Division Winner
687963,Bank of Mexico decision in December?
